index,genres,keywords,original_language,popularity,production_companies,release_date,runtime,tagline,title,vote_average,cast,director
2743,Science Fiction Thriller,amnesia chaos theory blackout time travel flashback,en,73.307513,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""FilmEngine"", ""id"": 816}, {""name"": ""Katalyst Films"", ""id"": 817}, {""name"": ""BenderSpink"", ""id"": 6363}, {""name"": ""Province of British Columbia Production Services Tax Credit"", ""id"": 12200}]",22-01-2004,113,"Such minor changes, such huge consequences.",The Butterfly Effect,7.3,Ashton Kutcher Melora Walters Amy Smart Elden Henson William Lee Scott,Eric Bress
2744,Comedy Family,,en,7.964289,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Nickelodeon Movies"", ""id"": 2348}]",11-02-2000,89,Roads closed. Schools shut. Rules were made to be frozen!,Snow Day,4.8,Chevy Chase Chris Elliott Jean Smart Iggy Pop Pam Grier,Chris Koch
2745,Comedy Drama,drama family family holiday family feud,en,2.388918,"[{""name"": ""Screen Gems"", ""id"": 3287}]",27-11-2007,117,You can't exchange family.,This Christmas,7.1,Loretta Devine Delroy Lindo Idris Elba Regina King Laz Alonso,Preston A. Whitmore II
2746,Science Fiction Comedy Family,baby genius toddler baby geniuses,en,4.580081,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Crystal Sky Worldwide"", ""id"": 4077}, {""name"": ""Triumph"", ""id"": 4078}]",12-03-1999,97,Think innocent. Think helpless. Think again. Naps are history.,Baby Geniuses,3.3,Kathleen Turner Christopher Lloyd Kim Cattrall Peter MacNicol Dom DeLuise,Bob Clark
2747,Action Adventure Comedy Thriller,bungee-jump dark comedy cigarette smoking slow motion video store,en,6.425528,"[{""name"": ""TriStar Pictures"", ""id"": 559}]",24-04-1998,91,Nothing's more dangerous than some nice guys... with a little time to kill.,The Big Hit,6.1,Mark Wahlberg Lou Diamond Phillips Christina Applegate China Chow Avery Brooks,Kirk Wong
2748,Comedy Drama Family,spy secret nanny notebook binoculars,en,4.63093,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Rastar Pictures"", ""id"": 2070}, {""name"": ""Nickelodeon Movies"", ""id"": 2348}]",10-07-1996,100,On your case!,Harriet the Spy,5.7,Michelle Trachtenberg Rosie O'Donnell J. Smith-Cameron Eartha Kitt Vanessa Lee Chester,Bronwen Hughes
2749,Drama Horror,faithlessness puppet killer toys toy comes to life,en,16.681567,"[{""name"": ""Universal Pictures"", ""id"": 33}]",09-11-1990,84,Look out Jack! Chucky's back!,Child's Play 2,5.8,Alex Vincent Jenny Agutter Gerrit Graham Christine Elise Brad Dourif,John Lafia
2750,Crime Thriller,sadistic hostage sociopath serial killer blood,en,24.656068,"[{""name"": ""Will Packer Productions"", ""id"": 49968}]",10-09-2014,83,First he gets into your house. Then he gets into your head.,No Good Deed,5.6,Idris Elba Taraji P. Henson Leslie Bibb Kate del Castillo Henry Simmons,Sam Miller
2751,Science Fiction Horror Thriller,father son relationship monster supermarket fight artist,en,37.104353,"[{""name"": ""Darkwoods Productions"", ""id"": 3982}, {""name"": ""Dimension Films"", ""id"": 7405}]",21-11-2007,126,"Belief divides them, mystery surrounds them, but fear changes everything.",The Mist,6.7,Thomas Jane Marcia Gay Harden Laurie Holden Andre Braugher Toby Jones,Frank Darabont
2752,Drama Science Fiction,dancing artificial intelligence distrust isolation technology,en,95.130041,"[{""name"": ""DNA Films"", ""id"": 284}, {""name"": ""Universal Pictures International (UPI)"", ""id"": 5726}, {""name"": ""Film4"", ""id"": 9349}, {""name"": ""A24"", ""id"": 41077}]",21-01-2015,108,There is nothing more human than the will to survive,Ex Machina,7.6,Domhnall Gleeson Alicia Vikander Oscar Isaac Sonoya Mizuno Corey Johnson,Alex Garland
2753,Fantasy Drama Comedy,individual transvestism sexual identity witch identity,en,27.546914,"[{""name"": ""Gramercy Pictures"", ""id"": 37}, {""name"": ""Propaganda Films"", ""id"": 278}, {""name"": ""Single Cell Pictures"", ""id"": 279}]",30-09-1999,112,Ever wanted to be someone else? Now you can.,Being John Malkovich,7.3,John Cusack Cameron Diaz Catherine Keener Charlie Sheen John Malkovich,Spike Jonze
2754,Comedy Romance,,en,2.27213,"[{""name"": ""Screen Gems"", ""id"": 3287}]",07-09-2001,90,,Two Can Play That Game,6.6,Vivica A. Fox Morris Chestnut Anthony Anderson Gabrielle Union Wendy Raquel Robinson,Mark Brown
2755,Family Adventure Science Fiction,alien found footage,en,17.371327,"[{""name"": ""Walt Disney Studios Motion Pictures"", ""id"": 3036}, {""name"": ""Panay Films"", ""id"": 10426}]",14-06-2014,89,No one will ever believe our story.,Earth to Echo,5.7,Teo Halm Astro Resse Hartwig Ella Wahlestedt Jason Gray-Stanford,Dave Green
2756,Drama Romance,lovesickness jealousy parents kids relationship love of one's life cutting the cord,en,6.130096,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Ufland"", ""id"": 12548}]",29-06-2001,99,When it's real. When it's right. Don't let anything stand in your way.,Crazy/Beautiful,6.6,Kirsten Dunst Jay Hernandez Bruce Davison Herman Osorio Miguel Castro,John Stockwell
2757,Action Adventure Drama War,world war ii cave dying and death pacific theater japanese army,en,24.47248,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Warner Bros."", ""id"": 6194}]",19-12-2006,141,The battle of Iwo Jima seen through the eyes of the Japanese soldiers.,Letters from Iwo Jima,7.2,Ken Watanabe Kazunari Ninomiya Tsuyoshi Ihara Ryo Kase Shidou Nakamura,Clint Eastwood
2758,Adventure Comedy Drama Science Fiction,nasa texas dream fbi bankrupt,en,6.764437,"[{""name"": ""Polish Brothers Construction"", ""id"": 1861}]",15-10-2006,104,,The Astronaut Farmer,6.2,Billy Bob Thornton Virginia Madsen Max Thieriot Jasper Polish Logan Polish,Michael Polish
2759,Comedy Romance,"blind date love manhattan, new york city woman director",en,1.750054,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""New Deal Productions"", ""id"": 1947}, {""name"": ""Gotham Entertainment Group"", ""id"": 39288}]",08-05-1998,84,It's Woo's world.. we're just living in it.,Woo,5.5,Jada Pinkett Smith Tommy Davidson Duane Martin Michael Ralph Darrel Heath,Daisy von Scherler Mayer
2760,Drama Thriller,based on novel carpet isolation kidnapping imprisonment,en,66.11334,"[{""name"": ""T\u00e9l\u00e9film Canada"", ""id"": 806}, {""name"": ""Film 4"", ""id"": 2335}, {""name"": ""Element Pictures"", ""id"": 3353}, {""name"": ""Irish Film Board"", ""id"": 5267}, {""name"": ""FilmNation Entertainment"", ""id"": 7493}, {""name"": ""No Trace Camping"", ""id"": 35846}, {""name"": ""A24"", ""id"": 41077}, {""name"": ""Elevation Pictures"", ""id"": 82552}]",16-10-2015,117,Love knows no boundaries,Room,8.1,Brie Larson Jacob Tremblay Joan Allen Sean Bridgers William H. Macy,Lenny Abrahamson
2761,Comedy,,en,9.066881,"[{""name"": ""Robert Simonds Productions"", ""id"": 3929}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",12-06-1998,82,Revenge is a dish best served DIRTY.,Dirty Work,6.5,Norm Macdonald Artie Lange Jack Warden Traylor Howard Don Rickles,Bob Saget
2762,Comedy Crime Horror Thriller,housewife protection motherly love evil mother murder,en,6.170139,"[{""name"": ""Savoy Pictures"", ""id"": 11308}, {""name"": ""Polar Entertainment"", ""id"": 17411}]",13-04-1994,95,"Every Mom Wants to Be Wanted, But Not For Murder One!",Serial Mom,6.4,Kathleen Turner Sam Waterston Ricki Lake Matthew Lillard Traci Lords,John Waters
2763,Comedy,richard nixon watergate the white house,en,4.742537,"[{""name"": ""Columbia Pictures"", ""id"": 5}]",04-08-1999,94,The unmaking of the president,Dick,5.7,Kirsten Dunst Michelle Williams Will Ferrell Dan Hedaya Bruce McCulloch,Andrew Fleming
2764,Drama Thriller,,en,1.212956,[],04-11-1999,99,,Light It Up,6.6,Usher Raymond Vanessa Williams Forest Whitaker Rosario Dawson Robert Ri'chard,Craig Bolotin
2765,Music Drama,new york sex nightclub money drug,en,11.880899,"[{""name"": ""Redeemable Features"", ""id"": 1483}, {""name"": ""FilmColony"", ""id"": 1811}, {""name"": ""Miramax"", ""id"": 53009}, {""name"": ""Dollface"", ""id"": 61337}]",28-08-1998,106,You've never been anywhere until you've been here,54,5.5,Ryan Phillippe Salma Hayek Breckin Meyer Mike Myers Neve Campbell,Mark Christopher
2766,Adventure Comedy Drama Romance,lovesickness niagara falls crush youth illness,en,10.131123,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]",24-08-2001,84,Life is an adventure. Don't blow it.,Bubble Boy,5.1,Jake Gyllenhaal Swoosie Kurtz Marley Shelton Danny Trejo John Carroll Lynch,Blair Hayes
2767,Comedy Crime Thriller,female nudity robbery mail order bride bank clerk,en,5.831302,"[{""name"": ""HAL Films"", ""id"": 931}, {""name"": ""Mirage Enterprises"", ""id"": 932}, {""name"": ""Film4"", ""id"": 9349}]",06-09-2001,93,,Birthday Girl,6.1,Nicole Kidman Ben Chaplin Vincent Cassel Mathieu Kassovitz Kate Lynn Evans,Jez Butterworth
2768,Comedy,alcohol birthday debauchery,en,35.522027,"[{""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Virgin Produced"", ""id"": 8852}, {""name"": ""Mandeville Films"", ""id"": 10227}, {""name"": ""SkyLand Entertainment"", ""id"": 52337}]",01-03-2013,93,Finally.,21 & Over,5.7,Miles Teller Skylar Astin Justin Chon Sarah Wright Jonathan Keltz,Jon Lucas
2769,Drama Romance,paris city portrait jazz subway new love,fr,10.573191,"[{""name"": ""Filmazure"", ""id"": 1031}, {""name"": ""Pirol Stiftung"", ""id"": 1032}, {""name"": ""Victoires International"", ""id"": 1033}]",16-05-2006,120,Fall in love with Paris 18 times.,"Paris, je t'aime",6.8,Steve Buscemi Natalie Portman Willem Dafoe Maggie Gyllenhaal Axel Kiener,Isabel Coixet
2770,Drama,sport,en,4.898437,"[{""name"": ""Battleplan Productions"", ""id"": 2108}, {""name"": ""Yari Film Group"", ""id"": 2448}, {""name"": ""Alberta Film Entertainment"", ""id"": 3997}, {""name"": ""Phoenix Pictures"", ""id"": 11317}]",14-06-2007,112,,Resurrecting the Champ,5.9,Samuel L. Jackson Josh Hartnett Alan Alda Teri Hatcher Kathryn Morris,Rod Lurie
2771,Comedy Drama Romance,princeton university admissions,en,17.632446,"[{""name"": ""Focus Features"", ""id"": 10146}]",21-03-2013,107,Let someone in.,Admission,5.4,Tina Fey Paul Rudd Michael Sheen Lily Tomlin Wallace Shawn,Paul Weitz
2772,Romance Drama,france island fisherman love revenge,en,1.780065,"[{""name"": ""Cin\u00e9maginaire Inc."", ""id"": 280}, {""name"": ""Epithete films"", ""id"": 6982}, {""name"": ""France2 Cin\u00e9ma"", ""id"": 7089}]",01-01-2000,112,,The Widow of Saint-Pierre,6.7,Daniel Auteuil Emir Kusturica Juliette Binoche Michel Duchaussoy Philippe Magnan,Patrice Leconte
2773,Drama Thriller Mystery,toronto lesbian remake of french film suspicious wife female doctor,en,26.373864,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Montecito Picture Company, The"", ""id"": 4607}, {""name"": ""Outpost Studios"", ""id"": 25886}]",25-03-2009,96,"If the one you love was lying to you, how far would you go to find out the truth?",Chloe,5.9,Julianne Moore Liam Neeson Amanda Seyfried Max Thieriot R. H. Thomson,Atom Egoyan
2774,Comedy Crime Drama,kitchen female protagonist bathtub wedding anniversary flashback,en,1.647335,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Miramax Films"", ""id"": 14}]",03-04-1996,91,"A comedy about a wife, her husband and his hit man.",Faithful,4.8,Cher Chazz Palminteri Ryan O'Neal Paul Mazursky Amber Smith,Paul Mazursky
2775,Drama Action Comedy Crime,court case staatsanw\u00e4ltin family clan gangster,en,12.321302,"[{""name"": ""Yari Film Group"", ""id"": 2448}]",16-03-2006,125,,Find Me Guilty,6.5,Vin Diesel Alex Rocco Frank Pietrangolare Richard DeDomenico Paul Borghese,Sidney Lumet
2776,Drama Romance,shyness secret narration kiss freshman,en,43.444135,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Mr. Mudd Production"", ""id"": 2130}]",20-09-2012,102,We are infinite.,The Perks of Being a Wallflower,7.7,Logan Lerman Emma Watson Ezra Miller Paul Rudd Nina Dobrev,Stephen Chbosky
2777,Action,police shoulder holster police shootout shootout at a train station,en,1.279106,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Ian Page Productions"", ""id"": 7708}, {""name"": ""3 Arts Entertainment"", ""id"": 36390}]",14-05-1993,87,You have the right to remain silent... permanently.,Excessive Force,4.5,Thomas Ian Griffith Lance Henriksen James Earl Jones Burt Young Tony Todd,Jon Hess
2778,Drama,killing death penalty kansas author murder hunt,en,3.680896,"[{""name"": ""Killer Films"", ""id"": 1422}, {""name"": ""Longfellow Pictures"", ""id"": 8802}, {""name"": ""Warner Independent Pictures (WIP)"", ""id"": 11509}, {""name"": ""Jack and Henry Productions Inc."", ""id"": 33617}]",16-11-2006,110,There's more to the story than you know,Infamous,6.4,Sigourney Weaver Toby Jones Gwyneth Paltrow Sandra Bullock Isabella Rossellini,Douglas McGrath
2779,Drama Romance Western,,en,2.996284,"[{""name"": ""Revolution Films"", ""id"": 163}, {""name"": ""Arts Council of England"", ""id"": 718}, {""name"": ""Alliance Atlantis Communications"", ""id"": 803}, {""name"": ""Path\u00e9 Pictures International"", ""id"": 1178}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""British Broadcasting Corporation (BBC)"", ""id"": 15278}, {""name"": ""Grosvenor Park Productions"", ""id"": 17449}, {""name"": ""DB Entertainment"", ""id"": 18335}]",29-12-2000,120,Everything has a price.,The Claim,5.6,Peter Mullan Milla Jovovich Wes Bentley Nastassja Kinski Sarah Polley,Michael Winterbottom
2780,Thriller Horror,exorcism anti-christ exorcist,en,10.475368,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""H2F Entertainment"", ""id"": 20851}, {""name"": ""Pantelion Films"", ""id"": 58399}]",24-07-2015,91,"For 2,000 years the Vatican has recorded evidence of evil. May God have mercy on their souls.",The Vatican Tapes,4.6,Olivia Taylor Dudley Michael Pe\u00f1a Djimon Hounsou Dougray Scott Peter Andersson,Mark Neveldine
2781,Action Comedy Science Fiction,street gang fireworks chase meteor playground,en,30.952377,"[{""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Studio Canal"", ""id"": 5870}, {""name"": ""Film4"", ""id"": 9349}]",12-05-2011,88,Inner City vs. Outer Space,Attack the Block,6.3,Nick Frost Jodie Whittaker John Boyega Luke Treadaway Flaminia Cinque,Joe Cornish
2782,Drama Romance War,muslim sister sister relationship sarajevo bosnian war of 1992-1995 violence,en,4.267466,"[{""name"": ""FilmDistrict"", ""id"": 7263}]",23-12-2011,127,Love can change what we want… war can change who we are,In the Land of Blood and Honey,5.8,Zana Marjanovi\u0107 Goran Kosti\u0107 Branko \u0110uri\u0107 Dzana Pinjo Milo\u0161 Timotijevi\u0107,Angelina Jolie
2783,Crime Thriller,underground gas station kidnapping murder suspense,en,34.532418,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""WWE Studios"", ""id"": 10339}, {""name"": ""Troika Pictures"", ""id"": 15462}, {""name"": ""Emergency Films"", ""id"": 15463}, {""name"": ""Apotheosis Media Group"", ""id"": 15464}, {""name"": ""Amasia Entertainment"", ""id"": 15465}]",14-03-2013,94,There are 188 million 911 calls a year. This one made it personal.,The Call,6.6,Halle Berry Abigail Breslin Morris Chestnut Michael Imperioli Ella Rae Peck,Brad Anderson
2784,History Drama War Action,"korea fictionalized history operation ""trudy jackson"" general douglas macarthur operation x-ray",ko,6.116436,"[{""name"": ""Taewon Entertainment"", ""id"": 3965}]",27-07-2016,110,The Odds Were 5000 to 1 … One was all They Needed.,Operation Chromite,5.8,Lee Jung-jae Liam Neeson Lee Beom-soo Jin Se-yeon Jung Joon-ho,John H. Lee
2785,Family Action Adventure,crocodile,en,1.714972,"[{""name"": ""Cheyenne Enterprises"", ""id"": 890}, {""name"": ""Discovery Channel Pictures"", ""id"": 7492}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""J&M Entertainment"", ""id"": 12474}, {""name"": ""Animal Planet"", ""id"": 63105}, {""name"": ""Winchester Films"", ""id"": 68063}, {""name"": ""Best Picture Show Company, The"", ""id"": 68064}]",26-07-2002,90,His First Big-Screen Adventure!,The Crocodile Hunter: Collision Course,5.3,Steve Irwin Terri Irwin Magda Szubanski David Wenham Lachy Hulme,John Stainton
2786,Comedy Drama Romance,judge small town con man fraud jail,en,19.664699,"[{""name"": ""EuropaCorp"", ""id"": 6896}]",18-01-2009,98,The Conman who wouldn't go straight.,I Love You Phillip Morris,6.4,Jim Carrey Ewan McGregor Leslie Mann Rodrigo Santoro Brennan Brown,Glenn Ficarra
2787,Adventure Drama,stone age cavemen prehistoric adventure prehistoric times prehistoric man,xx,6.537986,"[{""name"": ""Belstar Productions"", ""id"": 999}, {""name"": ""St\u00e9phan Films"", ""id"": 2359}]",15-12-1981,100,,Quest for Fire,7.1,Everett McGill Ron Perlman Nicholas Kadi Rae Dawn Chong Gary Schwartz,Jean-Jacques Annaud
2788,Drama Romance,u.s. navy biography,en,13.349012,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Mundy Lane Entertainment"", ""id"": 2510}]",19-12-2002,120,Antwone Fisher is at war... with himself.,Antwone Fisher,6.7,Derek Luke Malcolm David Kelley Cory Hodges Denzel Washington Joy Bryant,Denzel Washington
2789,Drama Romance,,en,6.796079,"[{""name"": ""Universal Pictures"", ""id"": 33}]",22-11-2002,108,In everyone's life there's that one person who makes all the difference.,The Emperor's Club,6.9,Kevin Kline Emile Hirsch Embeth Davidtz Rob Morrow Edward Herrmann,Michael Hoffman
2790,Action Thriller Crime Romance,father son relationship film producer mexican standoff loss of father cocaine,en,35.268557,"[{""name"": ""Davis-Films"", ""id"": 342}, {""name"": ""August Entertainment"", ""id"": 3322}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Morgan Creek Productions"", ""id"": 10210}]",09-09-1993,120,"Stealing, Cheating, Killing. Who said romance was dead?",True Romance,7.5,Christian Slater Patricia Arquette Michael Rapaport Bronson Pinchot Gary Oldman,Tony Scott
2791,Romance Science Fiction,,en,7.453347,"[{""name"": ""Razor Film Produktion GmbH"", ""id"": 703}]",15-07-2010,111,What are the consequences of giving birth to your dead boyfriend?,Womb,5.9,Eva Green Matt Smith Lesley Manville Peter Wight Istv\u00e1n L\u00e9n\u00e1rt,Benedek Fliegauf
2792,Crime Drama Mystery,robbery office shop estate agent company,en,13.939054,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""GGR"", ""id"": 67780}, {""name"": ""Zupnik Cinema Group II"", ""id"": 67781}]",15-09-1992,100,Lie. Cheat. Steal. All in a day’s work.,Glengarry Glen Ross,7.5,Al Pacino Jack Lemmon Alec Baldwin Alan Arkin Ed Harris,James Foley
